customer_id,gender,age_group,state,job_industry_category,job_title,online_order,order_status,wealth_segment,brand,product_line,product_class,product_size,tenure,tenure_period,past_3_years_bike_related_purchases,valuation_category,property_valuation,product_margin
842,Male,20-30,VIC,Financial Services,Compensation Analyst,1.0,Approved,High Net Worth,WeareA2B,Standard,medium,medium,2.0,<5,59,6-9,6,0.5691775706105286
843,Male,30-40,NSW,Manufacturing,Developer II,1.0,Approved,Affluent Customer,OHM Cycles,Standard,high,medium,9.0,5-10,80,>9,10,0.3999912234509391
844,Male,40-50,NSW,Financial Services,Nurse Practicioner,0.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,medium,9.0,5-10,13,3-6,5,0.3196864980406127
845,Female,50-60,NSW,Manufacturing,Associate Professor,0.0,Approved,Mass Customer,Solex,Standard,low,medium,3.0,<5,51,6-9,7,0.4629010412257682
846,Male,>70,NSW,Manufacturing,Geologist I,1.0,Approved,Affluent Customer,WeareA2B,Touring,medium,large,17.0,>15,60,>9,9,0.8623881844487116
847,Female,30-40,NSW,Retail,Chief Design Engineer,0.0,Approved,High Net Worth,Giant Bicycles,Road,medium,medium,9.0,5-10,66,6-9,7,0.24999369403455673
848,Male,40-50,QLD,Manufacturing,VP Product Management,0.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,13.0,10-15,79,6-9,7,0.24999999999999992
849,Male,50-60,QLD,Entertainment,Librarian,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,10.0,10-15,72,6-9,7,0.9328546386192018
853,Female,40-50,NSW,Retail,Media Manager I,0.0,Approved,Mass Customer,Trek Bicycles,Standard,low,medium,16.0,>15,26,<3,2,0.8539966525139242
855,Female,40-50,QLD,Retail,General Manager,0.0,Approved,High Net Worth,Solex,Touring,medium,large,16.0,>15,74,<3,2,0.676079925525687
856,Male,30-40,VIC,Financial Services,Quality Engineer,1.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,9.0,5-10,63,6-9,7,0.4
858,Female,40-50,QLD,Financial Services,Internal Auditor,0.0,Approved,High Net Worth,Norco Bicycles,Standard,medium,medium,9.0,5-10,79,6-9,7,0.6820085776746825
859,Female,40-50,NSW,Financial Services,Geologist I,1.0,Approved,Affluent Customer,Solex,Standard,medium,large,7.0,5-10,53,>9,10,0.30896039790497
861,Female,40-50,VIC,Financial Services,Senior Financial Analyst,1.0,Approved,High Net Worth,Giant Bicycles,Standard,high,medium,17.0,>15,73,6-9,8,0.3999984312864236
862,Male,40-50,VIC,Argiculture,Information Systems Manager,0.0,Approved,High Net Worth,Norco Bicycles,Road,high,large,16.0,>15,83,>9,10,0.39999741778885256
863,Female,60-70,VIC,Financial Services,Senior Financial Analyst,0.0,Approved,Affluent Customer,Norco Bicycles,Road,medium,large,5.0,5-10,19,<3,1,0.3589505849344115
865,Female,50-60,QLD,Telecommunications,Desktop Support Technician,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,19.0,>15,73,3-6,5,0.37527187552283753
870,Male,60-70,NSW,Health,Pharmacist,0.0,Approved,Mass Customer,Solex,Standard,medium,large,6.0,5-10,63,>9,9,0.6445767948993213
872,Female,50-60,NSW,IT,Structural Engineer,0.0,Approved,Mass Customer,Trek Bicycles,Road,medium,medium,13.0,10-15,47,3-6,3,0.25972059734361025
875,Male,20-30,VIC,Financial Services,Recruiting Manager,1.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,2.0,<5,34,>9,9,0.8140446671479867
876,Male,50-60,NSW,IT,Physical Therapy Assistant,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,19.0,>15,44,>9,10,0.25000434578545727
877,Female,30-40,NSW,Financial Services,Accounting Assistant III,0.0,Approved,Mass Customer,Trek Bicycles,Standard,low,medium,3.0,<5,92,6-9,8,0.8539966525139242
878,Male,40-50,QLD,Manufacturing,Environmental Specialist,0.0,Approved,Mass Customer,WeareA2B,Touring,medium,large,9.0,5-10,31,3-6,5,0.9576372533914409
884,Male,40-50,VIC,Property,Web Designer IV,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,large,17.0,>15,11,>9,10,0.3923683727756375
885,Male,50-60,QLD,Financial Services,Statistician IV,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,18.0,>15,20,6-9,8,0.7271471088435374
886,Female,40-50,NSW,Health,Accounting Assistant III,0.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,small,11.0,10-15,53,>9,10,0.11000085258760335
888,Female,60-70,QLD,Manufacturing,Accountant IV,1.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,10.0,10-15,62,<3,1,0.3999980056440274
889,Male,50-60,QLD,Retail,Sales Representative,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,medium,large,10.0,10-15,46,>9,9,0.5940290178571429
890,Female,50-60,NSW,Health,Dental Hygienist,1.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,medium,15.0,>15,55,>9,11,0.3196864980406127
891,Male,40-50,VIC,Health,Occupational Therapist,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,9.0,5-10,21,>9,12,0.4760733551818349
893,Male,40-50,NSW,IT,Geologist I,0.0,Approved,Mass Customer,Solex,Standard,low,medium,16.0,>15,97,6-9,8,0.9422335930534558
894,Female,50-60,NSW,Financial Services,Desktop Support Technician,0.0,Approved,High Net Worth,WeareA2B,Standard,medium,small,9.0,5-10,13,>9,9,0.24998578657115245
897,Female,50-60,NSW,Manufacturing,Account Executive,1.0,Approved,Mass Customer,Giant Bicycles,Road,low,small,11.0,10-15,25,>9,10,0.11000237183613992
899,Female,60-70,NSW,Health,Business Systems Development Analyst,0.0,Approved,Affluent Customer,Giant Bicycles,Road,medium,medium,12.0,10-15,42,6-9,7,0.24999369403455673
900,Male,30-40,VIC,Manufacturing,Associate Professor,1.0,Approved,Mass Customer,Norco Bicycles,Mountain,low,small,5.0,5-10,48,6-9,8,0.11000101651104367
902,Female,30-40,NSW,Retail,Staff Scientist,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,large,18.0,>15,37,3-6,3,0.678676044683492
905,Female,40-50,QLD,Manufacturing,Safety Technician II,1.0,Approved,Affluent Customer,Solex,Standard,medium,large,12.0,10-15,41,3-6,3,0.2500246767347744
906,Male,20-30,VIC,Financial Services,Financial Analyst,0.0,Approved,High Net Worth,Solex,Road,medium,large,3.0,<5,73,>9,9,0.538317021037237
907,Male,40-50,NSW,Property,Sales Associate,0.0,Approved,High Net Worth,WeareA2B,Standard,medium,small,17.0,>15,51,>9,9,0.24998578657115245
910,Male,30-40,NSW,Financial Services,Biostatistician I,0.0,Approved,Mass Customer,WeareA2B,Touring,medium,large,14.0,10-15,50,>9,10,0.9576372533914409
911,Male,40-50,NSW,Property,Structural Analysis Engineer,0.0,Approved,Affluent Customer,Solex,Standard,medium,medium,3.0,<5,62,6-9,8,0.25000434578545727
912,Male,50-60,NSW,Retail,Sales Representative,0.0,Approved,Mass Customer,Norco Bicycles,Standard,low,medium,19.0,>15,37,>9,10,0.19999449050990323
914,Male,20-30,VIC,Manufacturing,Chemical Engineer,1.0,Approved,Affluent Customer,WeareA2B,Road,low,small,2.0,<5,73,6-9,8,0.1100035812343321
915,Female,30-40,NSW,Entertainment,Budget/Accounting Analyst IV,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,7.0,5-10,17,3-6,5,0.25002491280518174
917,Male,60-70,VIC,Financial Services,VP Product Management,0.0,Approved,Mass Customer,Norco Bicycles,Road,medium,medium,19.0,>15,63,>9,9,0.3073430750850106
918,Male,40-50,VIC,Health,Internal Auditor,1.0,Approved,High Net Worth,Trek Bicycles,Road,medium,large,13.0,10-15,73,3-6,4,0.6838965468089263
919,Male,30-40,NSW,Health,Registered Nurse,1.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,13.0,10-15,48,>9,10,0.3999982287247704
920,Male,40-50,NSW,Health,Software Test Engineer IV,1.0,Approved,Mass Customer,Solex,Standard,low,medium,19.0,>15,89,>9,10,0.9422335930534558
921,Female,40-50,NSW,Manufacturing,Help Desk Technician,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,7.0,5-10,77,>9,11,0.8287370915427438
922,Female,50-60,VIC,Financial Services,Operator,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,large,19.0,>15,52,6-9,8,0.07221363859821617
925,Male,40-50,NSW,Manufacturing,Accountant IV,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,medium,medium,16.0,>15,42,3-6,4,0.22182851880767912
929,Male,50-60,VIC,Financial Services,Database Administrator III,0.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,13.0,10-15,0,>9,12,0.24999369403455673
930,Female,50-60,NSW,Retail,Executive Secretary,1.0,Approved,Mass Customer,OHM Cycles,Road,medium,medium,8.0,5-10,86,6-9,6,0.10119320171303901
931,Female,20-30,VIC,Manufacturing,Design Engineer,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,small,1.0,<5,59,6-9,8,0.11000122003294088
933,Female,20-30,NSW,Retail,Help Desk Operator,1.0,Approved,Mass Customer,Norco Bicycles,Road,high,large,5.0,5-10,75,>9,9,0.39999741778885256
934,Male,20-30,NSW,Manufacturing,Human Resources Manager,0.0,Approved,Mass Customer,Trek Bicycles,Road,medium,medium,6.0,5-10,76,>9,12,0.2500046859477798
936,Male,30-40,VIC,Health,Speech Pathologist,0.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,medium,3.0,<5,64,<3,2,0.3196864980406127
937,Male,30-40,NSW,Manufacturing,Human Resources Assistant IV,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,15.0,>15,65,6-9,8,0.5691775706105286
939,Male,60-70,NSW,Manufacturing,Product Engineer,1.0,Approved,Mass Customer,Solex,Road,medium,small,6.0,5-10,53,>9,9,0.11000164365548974
940,Female,30-40,QLD,Manufacturing,Administrative Officer,0.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,9.0,5-10,3,<3,2,0.4000013715821887
941,Male,20-30,QLD,Financial Services,Recruiting Manager,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,medium,large,1.0,<5,13,6-9,8,0.8140446671479867
942,Female,50-60,QLD,Financial Services,Director of Sales,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,14.0,10-15,31,6-9,8,0.9385411722158179
943,Male,40-50,NSW,Property,Legal Assistant,1.0,Approved,Affluent Customer,OHM Cycles,Standard,high,medium,15.0,>15,94,>9,11,0.4000013715821887
946,Female,60-70,NSW,Manufacturing,Research Associate,1.0,Approved,High Net Worth,Giant Bicycles,Road,medium,medium,12.0,10-15,16,>9,10,0.24999369403455673
947,Female,30-40,VIC,Health,Pharmacist,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,10.0,10-15,43,6-9,7,0.6173322695729404
949,Male,40-50,NSW,Health,Executive Secretary,1.0,Approved,Mass Customer,Norco Bicycles,Mountain,low,small,3.0,<5,18,>9,9,0.11000101651104367
951,Male,20-30,NSW,Entertainment,Assistant Media Planner,1.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,medium,1.0,<5,44,>9,9,0.6711218297806131
954,Male,20-30,VIC,Manufacturing,VP Quality Control,0.0,Approved,Mass Customer,Solex,Road,medium,large,7.0,5-10,76,6-9,6,0.538317021037237
955,Female,30-40,NSW,Health,Research Nurse,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,9.0,5-10,78,>9,9,0.8074928084441324
956,Male,60-70,NSW,Manufacturing,Nuclear Power Engineer,1.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,9.0,5-10,19,>9,12,0.3719018364919256
957,Female,20-30,VIC,Manufacturing,Automation Specialist I,0.0,Approved,Affluent Customer,WeareA2B,Standard,low,medium,7.0,5-10,80,>9,10,0.19999688623873196
958,Male,60-70,NSW,Health,Biostatistician IV,0.0,Approved,High Net Worth,Giant Bicycles,Road,low,small,18.0,>15,15,>9,12,0.11000237183613992
960,Male,50-60,VIC,Health,GIS Technical Architect,1.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,12.0,10-15,1,6-9,8,0.5940290178571429
961,Female,30-40,NSW,Financial Services,Assistant Manager,0.0,Approved,Mass Customer,Trek Bicycles,Mountain,low,medium,6.0,5-10,73,6-9,8,0.20000348043992763
964,Female,30-40,NSW,Financial Services,Assistant Professor,0.0,Approved,High Net Worth,Norco Bicycles,Standard,low,medium,6.0,5-10,35,>9,12,0.19999449050990323
966,Female,40-50,QLD,Retail,Speech Pathologist,0.0,Approved,High Net Worth,Norco Bicycles,Road,medium,medium,5.0,5-10,70,>9,10,0.2500046007471613
967,Female,20-30,VIC,Manufacturing,Sales Associate,1.0,Approved,Affluent Customer,OHM Cycles,Standard,high,medium,1.0,<5,44,3-6,5,0.4000013715821887
968,Male,60-70,NSW,IT,Accountant IV,1.0,Approved,High Net Worth,Giant Bicycles,Road,medium,medium,16.0,>15,96,6-9,6,0.4609126764956238
969,Female,40-50,QLD,Health,Health Coach IV,1.0,Approved,High Net Worth,Giant Bicycles,Standard,high,medium,18.0,>15,20,3-6,5,0.3999984312864236
970,Female,40-50,NSW,Financial Services,VP Accounting,1.0,Approved,High Net Worth,Trek Bicycles,Road,medium,large,14.0,10-15,2,>9,10,0.6838965468089263
971,Male,30-40,VIC,Manufacturing,Geologist I,0.0,Approved,High Net Worth,WeareA2B,Touring,medium,large,22.0,>15,11,6-9,7,0.8623881844487116
972,Female,40-50,QLD,Retail,Project Manager,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,10.0,10-15,81,3-6,5,0.3719018364919256
973,Female,40-50,VIC,Health,Data Coordiator,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,15.0,>15,46,6-9,7,0.43618702038265217
976,Male,50-60,VIC,Financial Services,Graphic Designer,1.0,Approved,Affluent Customer,WeareA2B,Road,low,small,10.0,10-15,10,6-9,8,0.1100035812343321
979,Female,60-70,VIC,Manufacturing,Budget/Accounting Analyst I,1.0,Approved,High Net Worth,Trek Bicycles,Road,medium,large,12.0,10-15,42,>9,9,0.6838965468089263
980,Female,40-50,NSW,Health,Registered Nurse,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,8.0,5-10,19,6-9,8,0.49370644992224355
982,Male,60-70,NSW,Health,Geologist III,1.0,Approved,High Net Worth,Norco Bicycles,Mountain,low,small,6.0,5-10,14,6-9,6,0.11000101651104367
984,Male,>70,VIC,Manufacturing,Programmer I,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,16.0,>15,89,6-9,7,0.3196864980406127
985,Female,50-60,QLD,Retail,Help Desk Operator,0.0,Approved,High Net Worth,Trek Bicycles,Mountain,low,medium,15.0,>15,29,3-6,4,0.20000348043992763
986,Male,20-30,QLD,Manufacturing,Office Assistant I,1.0,Approved,Mass Customer,Solex,Standard,high,medium,8.0,5-10,3,3-6,3,0.4000026731892484
987,Male,40-50,QLD,Financial Services,Senior Cost Accountant,1.0,Approved,Affluent Customer,OHM Cycles,Standard,low,medium,11.0,10-15,89,>9,9,0.8612602666399024
988,Female,40-50,QLD,Manufacturing,Director of Sales,0.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,7.0,5-10,35,6-9,6,0.46921020243602257
990,Female,40-50,NSW,Manufacturing,Administrative Officer,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,14.0,10-15,56,6-9,7,0.7271471088435374
991,Female,30-40,VIC,Financial Services,Financial Analyst,0.0,Approved,Mass Customer,Trek Bicycles,Road,low,small,10.0,10-15,11,>9,9,0.11000174347649211
993,Female,40-50,NSW,Argiculture,Account Coordinator,1.0,Approved,High Net Worth,OHM Cycles,Standard,high,medium,17.0,>15,71,3-6,3,0.4000013715821887
994,Female,40-50,VIC,Entertainment,Librarian,1.0,Approved,Affluent Customer,Solex,Standard,medium,medium,5.0,5-10,62,>9,10,0.25002491280518174
995,Male,50-60,QLD,Health,Information Systems Manager,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,19.0,>15,16,3-6,5,0.8074928084441324
997,Male,40-50,NSW,Telecommunications,Teacher,1.0,Approved,Mass Customer,Norco Bicycles,Road,medium,large,13.0,10-15,30,>9,9,0.3589505849344115
998,Female,50-60,NSW,Manufacturing,Speech Pathologist,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,high,medium,5.0,5-10,66,>9,9,0.3999984312864236
1003,Female,50-60,QLD,Financial Services,Paralegal,1.0,Approved,High Net Worth,Solex,Standard,medium,medium,18.0,>15,35,6-9,7,0.43618702038265217
1004,Male,40-50,VIC,IT,Business Systems Development Analyst,1.0,Approved,High Net Worth,Trek Bicycles,Road,medium,large,22.0,>15,35,6-9,6,0.6838965468089263
1005,Female,50-60,NSW,IT,Design Engineer,1.0,Approved,High Net Worth,Giant Bicycles,Touring,medium,large,8.0,5-10,94,>9,9,0.5389734093928932
1006,Male,40-50,VIC,Telecommunications,Quality Control Specialist,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,medium,19.0,>15,15,6-9,8,0.24999999999999992
1009,Female,60-70,QLD,Manufacturing,Research Associate,1.0,Approved,High Net Worth,Trek Bicycles,Standard,medium,small,13.0,10-15,16,>9,9,0.11000050681097635
1010,Male,60-70,NSW,Financial Services,Nurse,0.0,Approved,Affluent Customer,OHM Cycles,Standard,medium,medium,17.0,>15,24,3-6,4,0.2499728053954096
1011,Female,30-40,NSW,Health,Occupational Therapist,0.0,Approved,High Net Worth,Norco Bicycles,Standard,low,medium,10.0,10-15,42,>9,9,0.21887060099714212
1013,Female,40-50,NSW,Retail,Physical Therapy Assistant,1.0,Approved,High Net Worth,Norco Bicycles,Standard,high,medium,17.0,>15,53,6-9,8,0.40000348237916156
1014,Male,60-70,NSW,Property,Senior Developer,0.0,Approved,Mass Customer,OHM Cycles,Standard,low,medium,8.0,5-10,60,6-9,8,0.19997189432265314
1016,Male,60-70,VIC,IT,Legal Assistant,1.0,Approved,Mass Customer,Trek Bicycles,Road,low,small,17.0,>15,0,>9,11,0.11000174347649211
1017,Female,40-50,NSW,Entertainment,Assistant Media Planner,0.0,Approved,High Net Worth,WeareA2B,Standard,medium,medium,16.0,>15,88,>9,11,0.4608385896446885
1018,Male,20-30,VIC,Manufacturing,Help Desk Operator,1.0,Approved,Mass Customer,Solex,Standard,low,medium,7.0,5-10,1,>9,10,0.4629010412257682
1019,Male,50-60,NSW,Manufacturing,Human Resources Assistant II,1.0,Cancelled,Mass Customer,Solex,Standard,medium,medium,14.0,10-15,42,6-9,8,0.43618702038265217
1021,Male,40-50,NSW,Retail,Mechanical Systems Engineer,1.0,Approved,High Net Worth,Trek Bicycles,Standard,medium,small,7.0,5-10,16,6-9,8,0.10999826944708832
1022,Female,30-40,NSW,Financial Services,Assistant Manager,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,14.0,10-15,56,>9,10,0.3196864980406127
1025,Male,20-30,VIC,IT,Quality Engineer,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,large,5.0,5-10,69,6-9,8,0.3923683727756375
1027,Male,50-60,NSW,Financial Services,Statistician I,0.0,Approved,Affluent Customer,WeareA2B,Standard,low,medium,18.0,>15,33,>9,12,0.19999688623873196
1030,Female,60-70,VIC,Health,Food Chemist,1.0,Approved,Mass Customer,Solex,Standard,high,large,5.0,5-10,9,6-9,7,0.4000010852343021
1031,Male,40-50,QLD,Manufacturing,Junior Executive,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,6.0,5-10,75,6-9,7,0.25002491280518174
1035,Female,40-50,NSW,Retail,Operator,1.0,Approved,Affluent Customer,Solex,Standard,high,medium,5.0,5-10,77,>9,9,0.39999609626607857
1036,Female,50-60,NSW,Financial Services,Paralegal,0.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,12.0,10-15,6,>9,12,0.4000013715821887
1037,Female,60-70,NSW,Financial Services,Human Resources Assistant II,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,10.0,10-15,95,>9,11,0.24991713622804118
1040,Female,40-50,QLD,Health,Food Chemist,0.0,Approved,High Net Worth,Solex,Standard,high,large,9.0,5-10,78,6-9,8,0.4000010852343021
1042,Male,40-50,NSW,Manufacturing,Nuclear Power Engineer,0.0,Approved,High Net Worth,WeareA2B,Standard,medium,medium,11.0,10-15,0,>9,11,0.4608385896446885
1043,Male,30-40,QLD,Financial Services,Sales Associate,0.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,16.0,>15,34,6-9,7,0.47414469201198267
1047,Male,40-50,NSW,Financial Services,VP Accounting,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,large,11.0,10-15,39,6-9,7,0.07221363859821617
1049,Male,20-30,VIC,Property,Software Consultant,0.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,2.0,<5,35,6-9,8,0.3999984312864236
1050,Female,50-60,NSW,Telecommunications,Software Consultant,0.0,Approved,Mass Customer,Norco Bicycles,Road,medium,large,15.0,>15,7,>9,11,0.3589505849344115
1051,Female,40-50,VIC,Property,Help Desk Technician,0.0,Approved,High Net Worth,OHM Cycles,Touring,low,medium,14.0,10-15,34,>9,10,0.12974922418854307
1052,Female,30-40,VIC,Financial Services,Junior Executive,0.0,Approved,High Net Worth,Trek Bicycles,Road,medium,medium,3.0,<5,31,>9,11,0.2500046859477798
1055,Female,30-40,NSW,Manufacturing,Data Coordiator,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,small,12.0,10-15,30,>9,10,0.24998578657115245
1056,Male,50-60,NSW,Manufacturing,Software Test Engineer IV,0.0,Approved,Affluent Customer,Solex,Touring,medium,large,6.0,5-10,96,6-9,7,0.676079925525687
1057,Female,50-60,NSW,Health,Registered Nurse,0.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,5.0,5-10,73,>9,12,0.4609126764956238
1058,Female,30-40,VIC,Retail,Research Assistant IV,1.0,Approved,Affluent Customer,Solex,Standard,medium,medium,4.0,<5,37,6-9,6,0.49370644992224355
1059,Female,50-60,NSW,Entertainment,Account Representative III,1.0,Approved,High Net Worth,Trek Bicycles,Road,low,medium,6.0,5-10,68,>9,11,0.7608759957975051
1060,Female,60-70,NSW,Argiculture,Associate Professor,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,13.0,10-15,88,>9,11,0.3196864980406127
1063,Male,30-40,NSW,Financial Services,Actuary,1.0,Approved,Affluent Customer,Solex,Standard,high,large,13.0,10-15,22,>9,10,0.4000010852343021
1064,Male,40-50,NSW,Entertainment,Librarian,1.0,Approved,Affluent Customer,Giant Bicycles,Touring,medium,large,8.0,5-10,3,6-9,8,0.5389734093928932
1065,Male,60-70,NSW,Financial Services,Quality Engineer,0.0,Approved,Mass Customer,WeareA2B,Standard,low,medium,8.0,5-10,8,>9,9,0.19999688623873196
1066,Male,20-30,VIC,Telecommunications,Recruiter,1.0,Approved,High Net Worth,Trek Bicycles,Road,low,medium,12.0,10-15,45,>9,10,0.7608759957975051
1067,Female,50-60,NSW,Financial Services,Engineer IV,1.0,Approved,Mass Customer,OHM Cycles,Road,high,large,13.0,10-15,13,>9,9,0.3996669442131557
1069,Male,40-50,QLD,Telecommunications,Web Designer I,1.0,Approved,Mass Customer,Giant Bicycles,Standard,high,small,15.0,>15,85,6-9,7,0.11000020228992191
1072,Male,60-70,NSW,Financial Services,Senior Cost Accountant,0.0,Approved,High Net Worth,Solex,Road,medium,large,8.0,5-10,60,3-6,3,0.538317021037237
1075,Male,50-60,NSW,Manufacturing,Administrative Officer,0.0,Approved,High Net Worth,Trek Bicycles,Road,medium,large,7.0,5-10,26,<3,1,0.6838965468089263
1076,Male,20-30,NSW,Health,Pharmacist,0.0,Approved,Affluent Customer,Solex,Standard,low,medium,2.0,<5,33,>9,9,0.4629010412257682
1078,Male,40-50,NSW,Manufacturing,Executive Secretary,1.0,Approved,Mass Customer,Giant Bicycles,Road,low,small,20.0,>15,69,>9,9,0.11000237183613992
1079,Male,40-50,NSW,Manufacturing,Nurse Practicioner,1.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,18.0,>15,70,>9,9,0.47414469201198267
1080,Female,20-30,QLD,Property,Speech Pathologist,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,2.0,<5,70,>9,9,0.9896042820457287
1081,Female,30-40,NSW,Health,Social Worker,1.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,16.0,>15,25,6-9,8,0.47414469201198267
1084,Female,30-40,NSW,Retail,Accounting Assistant I,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,8.0,5-10,54,3-6,4,0.9385411722158179
1085,Male,40-50,QLD,Health,Internal Auditor,0.0,Approved,Mass Customer,Solex,Standard,high,medium,8.0,5-10,4,6-9,7,0.39999609626607857
1086,Male,30-40,VIC,Property,Statistician IV,0.0,Approved,Mass Customer,Solex,Road,medium,medium,4.0,<5,84,>9,9,0.24998800901721907
1087,Female,40-50,VIC,Financial Services,Financial Analyst,0.0,Approved,Mass Customer,Solex,Standard,high,medium,8.0,5-10,39,3-6,5,0.39999609626607857
1089,Female,30-40,VIC,Property,Product Engineer,0.0,Approved,Affluent Customer,Solex,Standard,high,medium,12.0,10-15,90,>9,9,0.4000026731892484
1092,Female,>70,VIC,Retail,VP Quality Control,1.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,medium,5.0,5-10,56,3-6,3,0.22182851880767912
1094,Male,40-50,QLD,Health,Dental Hygienist,0.0,Approved,High Net Worth,WeareA2B,Road,low,small,19.0,>15,48,6-9,7,0.1100035812343321
1095,Female,60-70,NSW,Health,Project Manager,0.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,6.0,5-10,2,>9,9,0.3999984312864236
1096,Male,50-60,NSW,Health,Software Test Engineer I,0.0,Approved,High Net Worth,Norco Bicycles,Standard,medium,medium,14.0,10-15,33,>9,9,0.6820085776746825
1097,Female,50-60,NSW,Financial Services,Engineer II,0.0,Approved,Mass Customer,Solex,Standard,low,medium,18.0,>15,71,6-9,8,0.4629010412257682
1098,Female,30-40,NSW,Financial Services,Administrative Assistant IV,0.0,Approved,Mass Customer,OHM Cycles,Road,medium,medium,12.0,10-15,99,>9,9,0.10119320171303901
1099,Male,40-50,NSW,Manufacturing,Tax Accountant,1.0,Approved,Affluent Customer,WeareA2B,Standard,medium,small,11.0,10-15,12,6-9,8,0.24998578657115245
1100,Male,40-50,QLD,Manufacturing,Engineer I,1.0,Approved,Mass Customer,Norco Bicycles,Road,medium,medium,15.0,>15,59,3-6,3,0.2500046007471613
1102,Female,40-50,NSW,Manufacturing,Recruiting Manager,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,high,medium,15.0,>15,16,3-6,3,0.3999982287247704
1103,Female,40-50,NSW,Financial Services,Financial Advisor,0.0,Approved,High Net Worth,Giant Bicycles,Standard,high,small,20.0,>15,76,>9,10,0.11000020228992191
1104,Female,60-70,NSW,Retail,Programmer III,0.0,Approved,Mass Customer,Trek Bicycles,Road,medium,large,8.0,5-10,82,6-9,6,0.6838965468089263
1106,Female,60-70,VIC,Retail,Software Consultant,0.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,small,15.0,>15,2,>9,11,0.10999826944708832
1107,Female,40-50,NSW,Health,Social Worker,1.0,Approved,High Net Worth,OHM Cycles,Road,medium,medium,18.0,>15,70,>9,9,0.10119320171303901
1108,Female,60-70,NSW,Health,Dental Hygienist,1.0,Approved,Mass Customer,Solex,Road,medium,medium,17.0,>15,86,3-6,5,0.24998800901721907
1109,Male,30-40,VIC,Entertainment,Web Developer II,1.0,Approved,High Net Worth,Norco Bicycles,Road,medium,medium,6.0,5-10,21,>9,9,0.2500046007471613
